ISC file: c2670.isc

Gate	Type	Fanout
1	PI	 405
2	PI	 495
3	PI	 405
4	PI	 1545
5	PI	 1547
6	PI	 1551
7	PI	 651
8	PI	 506 503
11	PI	 1069 543
14	PI	 2817
15	PI	 495
16	PI	 643 637
19	PI	 1544
20	PI	 1546
21	PI	 1548
22	PI	 1549
23	PI	 1550
24	PI	 1552
25	PI	 1564
26	PI	 1566
27	PI	 1568
28	PI	 1571
29	PI	 699 693
32	PI	 1565
33	PI	 1567
34	PI	 1569
35	PI	 1570
36	PI	 1822
37	PI	 499 499
40	PI	 2250 2113
43	PI	 1455
44	PI	 544 487
47	PI	 1479
48	PI	 1476
49	PI	 1473
50	PI	 1470
51	PI	 1467
52	PI	 1464
53	PI	 1461
54	PI	 1458
55	PI	 1452
56	PI	 1456
57	PI	 547 493
60	PI	 1480
61	PI	 1477
62	PI	 1471
63	PI	 1468
64	PI	 1465
65	PI	 1462
66	PI	 1459
67	PI	 1453
68	PI	 1065
69	PI	 547 491
72	PI	 1101
73	PI	 1100
74	PI	 1099
75	PI	 1098
76	PI	 1097
77	PI	 1068
78	PI	 1067
79	PI	 1066
80	PI	 1064
81	PI	 1454
82	PI	 544 489
85	PI	 1478
86	PI	 1475
87	PI	 1472
88	PI	 1469
89	PI	 1466
90	PI	 1463
91	PI	 1460
92	PI	 1457
93	PI	 1451
94	PI	 1026
95	PI	 1533
96	PI	 544 490
99	PI	 1491
100	PI	 1488
101	PI	 1485
102	PI	 1482
103	PI	 1542
104	PI	 1539
105	PI	 1536
106	PI	 1530
107	PI	 1169
108	PI	 547 494
111	PI	 1127
112	PI	 1126
113	PI	 1125
114	PI	 1124
115	PI	 1172
116	PI	 1171
117	PI	 1170
118	PI	 1168
119	PI	 1534
120	PI	 547 492
123	PI	 1492
124	PI	 1489
125	PI	 1486
126	PI	 1483
127	PI	 1543
128	PI	 1540
129	PI	 1537
130	PI	 1531
131	PI	 1532
132	PI	 544 488
135	PI	 1490
136	PI	 1487
137	PI	 1484
138	PI	 1481
139	PI	 1541
140	PI	 1538
141	PI	 1535
142	PI	 1529
143	PI	 3883
144	PI	 3884
145	PI	 3885
146	PI	 3886
147	PI	 3887
148	PI	 3888
149	PI	 3889
150	PI	 3890
151	PI	 3891
152	PI	 3892
153	PI	 3893
154	PI	 3894
155	PI	 3895
156	PI	 3896
157	PI	 3897
158	PI	 3898
159	PI	 3899
160	PI	 3900
161	PI	 3901
162	PI	 3902
163	PI	 3903
164	PI	 3904
165	PI	 3905
166	PI	 3906
167	PI	 3907
168	PI	 3908
169	PI	 3909
170	PI	 3910
171	PI	 3911
172	PI	 3912
173	PI	 3913
174	PI	 3914
175	PI	 3915
176	PI	 3916
177	PI	 3917
178	PI	 3918
179	PI	 3919
180	PI	 3920
181	PI	 3921
182	PI	 3922
183	PI	 3923
184	PI	 3924
185	PI	 3925
186	PI	 3926
187	PI	 3927
188	PI	 3928
189	PI	 3929
190	PI	 3930
191	PI	 3931
192	PI	 3932
193	PI	 3933
194	PI	 3934
195	PI	 3935
196	PI	 3936
197	PI	 3937
198	PI	 3938
199	PI	 3939
200	PI	 3940
201	PI	 3941
202	PI	 3942
203	PI	 3943
204	PI	 3944
205	PI	 3945
206	PI	 3946
207	PI	 3947
208	PI	 3948
209	PI	 3949
210	PI	 3950
211	PI	 3951
212	PI	 3952
213	PI	 3953
214	PI	 3954
215	PI	 3955
216	PI	 3956
217	PI	 3957
218	PI	 3958
219	PI	 500 401 400 398
224	PI	 1823 1822
227	PI	 550 509
230	PI	 408
231	PI	 1276 1029
234	PI	 562 521
237	PI	 651 496 495
241	PI	 1815 1814 1813 533
246	PI	 3753 2386 2126 1832 543 537
253	PI	 420 419
256	PI	 738 574
259	PI	 735 578
262	PI	 425
263	PI	 741 655
266	PI	 747 659
269	PI	 744 663
272	PI	 753 667
275	PI	 750 671
278	PI	 759 675
281	PI	 756 679
284	PI	 765 683
287	PI	 762 687
290	PI	 458 457 456
294	PI	 768 705
297	PI	 774 711 485
301	PI	 771 715 485
305	PI	 780 719 485
309	PI	 777 723 485
313	PI	 786 727
316	PI	 783 730
319	PI	 613 582
322	PI	 625 594
325	PI	 1275 1027
328	PI	 901 606
331	PI	 900 607
334	PI	 903 608
337	PI	 902 609
340	PI	 905 610
343	PI	 904 611
346	PI	 999 733
349	PI	 998 734
352	PI	 1351 612
355	PI	 1395 650
398	BUF	 3959
400	BUF	 3960
401	BUF	 3961
405	AND	 486
408	NOT	 2120
419	BUF	 3962
420	BUF	 3963
425	NOT	 1894
456	BUF	 3964
457	BUF	 3965
458	BUF	 3966
485	AND	 792
486	NOT	 1823
487	NOT	 3967
488	NOT	 3968
489	NOT	 3969
490	NOT	 3970
491	NOT	 3971
492	NOT	 3972
493	NOT	 3973
494	NOT	 3974
495	AND	 799
496	BUF	 1823 1822
499	AND	 800
500	BUF	 1026 805
503	BUF	 1070 1037
506	BUF	 1195 1190
509	BUF	 1464 1461 1458 1455 1452 1068 1067 1066 1065 1064 1042
521	BUF	 1465 1462 1459 1456 1453 1068 1067 1066 1065 1064 1053
533	NOT	 3478 2358 1969
537	NOT	 2127 2125 1831 1830 1069
543	AND	 1302
544	AND	 1034 1032
547	AND	 1034 1033
550	BUF	 1479 1476 1473 1470 1467 1101 1100 1099 1098 1097 1075
562	BUF	 1480 1477 1474 1471 1468 1101 1100 1099 1098 1097 1086
574	NOT	 3029 3007 1219
578	NOT	 3044 3035 1222
582	BUF	 1494 1491 1488 1485 1482 1128 1127 1126 1125 1124 1102
594	BUF	 1495 1492 1489 1486 1483 1128 1127 1126 1125 1124 1113
606	NOT	 900
607	NOT	 901
608	NOT	 902
609	NOT	 903
610	NOT	 904
611	NOT	 905
612	NOT	 1141
613	BUF	 1542 1539 1536 1533 1530 1172 1171 1170 1169 1168 1146
625	BUF	 1543 1540 1537 1534 1531 1172 1171 1170 1169 1168 1157
637	BUF	 1913 1912 1911 1910 1173
643	BUF	 1918 1917 1916 1915 1914 1178
650	NOT	 1185
651	AND	 1029 1028 1027
655	NOT	 3045 3036 1225
659	NOT	 3046 3037 1228
663	NOT	 3064 3053 1231
667	NOT	 3065 3054 1234
671	NOT	 3066 3055 1237
675	NOT	 3067 3056 1240
679	NOT	 3068 3057 1243
683	NOT	 3069 3058 1246
687	NOT	 3208 3197 3070 3059 1251
693	BUF	 1931 1930 1929 1928 1200
699	BUF	 1935 1934 1933 1932 1205
705	NOT	 3218 3215 3071 3060 1254
711	NOT	 3219 3216 1257
715	NOT	 3220 3217 1260
719	NOT	 3230 3222 1263
723	NOT	 3231 3223 1266
727	NOT	 2153 1885
730	NOT	 2155 1888
733	NOT	 998
734	NOT	 999
735	BUF	 1423 1210
